     1004	1402-01-28 07:33:39	1	255	1	0
     1002	1402-01-28 07:42:28	1	255	1	0
     1003	1402-01-28 08:52:52	1	255	1	0
     1005	1402-01-28 08:54:11	1	255	1	0
     1001	1402-01-28 09:14:08	1	255	1	0
     1002	1402-01-28 16:02:41	1	255	1	0
     1005	1402-01-28 16:56:27	1	255	1	0
     1003	1402-01-28 16:56:35	1	255	1	0
     1004	1402-01-29 07:28:03	1	255	1	0
     1002	1402-01-29 07:39:23	1	255	1	0
     1005	1402-01-29 09:04:27	1	255	1	0
     1003	1402-01-29 09:04:41	1	255	1	0
     1001	1402-01-29 09:17:13	1	255	1	0
     1002	1402-01-29 16:01:16	1	255	1	0
     1005	1402-01-29 16:46:06	1	255	1	0
     1003	1402-01-29 16:46:13	1	255	1	0
     1004	1402-01-29 16:52:04	1	255	1	0
     1004	1402-01-30 07:45:00	1	255	1	0
     1002	1402-01-30 07:51:08	1	255	1	0
     1005	1402-01-30 08:50:39	1	255	1	0
     1003	1402-01-30 08:58:25	1	255	1	0
     1001	1402-01-30 09:14:37	1	255	1	0
     1005	1402-01-30 14:47:37	1	255	1	0
     1004	1402-01-30 14:47:43	1	255	1	0
     1003	1402-01-30 14:47:48	1	255	1	0
     1002	1402-01-30 14:48:48	1	255	1	0
     1003	1402-01-30 18:24:43	1	255	1	0
     1005	1402-01-30 18:24:46	1	255	1	0
     1005	1402-01-30 18:41:34	1	255	1	0
     1003	1402-01-30 18:41:37	1	255	1	0
     1004	1402-01-31 07:41:57	1	255	1	0
     1003	1402-01-31 08:26:34	1	255	1	0
     1005	1402-01-31 08:44:57	1	255	1	0
     1001	1402-01-31 09:12:27	1	255	1	0
     1003	1402-01-31 11:43:54	1	255	1	0
     1005	1402-01-31 11:43:58	1	255	1	0
     1004	1402-01-31 12:52:42	1	255	1	0
     1004	1402-02-04 07:41:57	1	255	1	0
     1002	1402-02-04 07:50:37	1	255	1	0
     1003	1402-02-04 08:46:04	1	255	1	0
     1005	1402-02-04 08:55:16	1	255	1	0
     1001	1402-02-04 09:12:26	1	255	1	0
     1001	1402-02-04 13:53:55	1	255	1	0
     1005	1402-02-04 17:00:08	1	255	1	0
     1004	1402-02-04 17:00:17	1	255	1	0
     1003	1402-02-04 17:00:23	1	255	1	0
     1004	1402-02-05 07:27:41	1	255	1	0
     1002	1402-02-05 07:57:54	1	255	1	0
     1003	1402-02-05 08:53:55	1	255	1	0
     1001	1402-02-05 09:12:53	1	255	1	0
     1005	1402-02-05 09:21:43	1	255	1	0
     1002	1402-02-05 16:09:41	1	255	1	0
     1004	1402-02-05 17:00:26	1	255	1	0
     1005	1402-02-05 17:01:27	1	255	1	0
     1003	1402-02-05 17:01:34	1	255	1	0
     1004	1402-02-06 08:03:38	1	255	1	0
     1002	1402-02-06 08:04:12	1	255	1	0
     1005	1402-02-06 09:03:09	1	255	1	0
     1001	1402-02-06 09:06:05	1	255	1	0
     1003	1402-02-06 09:33:31	1	255	1	0
     1002	1402-02-06 16:07:12	1	255	1	0
     1004	1402-02-06 17:05:05	1	255	1	0
     1003	1402-02-06 17:06:04	1	255	1	0
     1005	1402-02-06 17:06:10	1	255	1	0
     1002	1402-02-07 07:46:09	1	255	1	0
     1004	1402-02-07 07:46:36	1	255	1	0
     1006	1402-02-07 08:10:54	1	255	1	0
     1005	1402-02-07 08:58:38	1	255	1	0
     1003	1402-02-07 08:58:42	1	255	1	0
     1002	1402-02-07 13:17:04	1	255	1	0
     1006	1402-02-07 13:45:07	1	255	1	0
     1005	1402-02-07 14:03:49	1	255	1	0
     1003	1402-02-07 14:03:53	1	255	1	0
     1004	1402-02-07 14:04:10	1	255	1	0
     1004	1402-02-09 07:51:40	1	255	1	0
     1002	1402-02-09 07:54:12	1	255	1	0
     1006	1402-02-09 08:29:50	1	255	1	0
     1005	1402-02-09 09:03:59	1	255	1	0
     1003	1402-02-09 09:10:43	1	255	1	0
     1001	1402-02-09 09:13:51	1	255	1	0
     1002	1402-02-09 16:02:38	1	255	1	0
     1006	1402-02-09 16:35:17	1	255	1	0
     1005	1402-02-09 17:04:47	1	255	1	0
     1003	1402-02-09 17:04:51	1	255	1	0
     1004	1402-02-09 17:05:01	1	255	1	0
     1004	1402-02-10 07:34:53	1	255	1	0
     1002	1402-02-10 08:11:32	1	255	1	0
     1006	1402-02-10 08:21:25	1	255	1	0
     1003	1402-02-10 08:50:38	1	255	1	0
     1005	1402-02-10 08:53:34	1	255	1	0
     1001	1402-02-10 09:17:35	1	255	1	0
     1001	1402-02-10 14:56:55	1	255	1	0
     1005	1402-02-10 16:14:36	1	255	1	0
     1002	1402-02-10 16:15:59	1	255	1	0
     1003	1402-02-10 16:16:02	1	255	1	0
     1003	1402-02-11 08:47:54	1	255	1	0
     1002	1402-02-11 08:57:39	1	255	1	0
     1005	1402-02-11 08:59:21	1	255	1	0
     1001	1402-02-11 09:20:02	1	255	1	0
     1006	1402-02-11 16:28:58	1	255	1	0
     1003	1402-02-11 17:00:24	1	255	1	0
     1005	1402-02-11 17:00:40	1	255	1	0
     1005	1402-02-12 09:08:22	1	255	1	0
     1006	1402-02-12 09:08:31	1	255	1	0
     1003	1402-02-12 09:08:38	1	255	1	0
     1002	1402-02-12 09:08:46	1	255	1	0
     1002	1402-02-12 17:11:34	1	255	1	0
     1005	1402-02-12 18:04:18	1	255	1	0
     1006	1402-02-12 18:04:45	1	255	1	0
     1003	1402-02-12 18:04:48	1	255	1	0
     1006	1402-02-13 08:17:27	1	255	1	0
     1002	1402-02-13 08:17:43	1	255	1	0
     1003	1402-02-13 08:39:32	1	255	1	0
     1005	1402-02-13 09:02:27	1	255	1	0
     1005	1402-02-13 17:45:18	1	255	1	0
     1006	1402-02-13 17:45:42	1	255	1	0
     1003	1402-02-13 17:46:02	1	255	1	0
     1003	1402-02-14 08:54:35	1	255	1	0
     1005	1402-02-14 08:54:37	1	255	1	0
     1006	1402-02-14 09:17:37	1	255	1	0
     1006	1402-02-14 14:02:59	1	255	1	0
     1005	1402-02-14 14:06:42	1	255	1	0
     1003	1402-02-14 14:06:46	1	255	1	0
     1006	1402-02-16 08:37:14	1	255	1	0
     1003	1402-02-16 08:53:08	1	255	1	0
     1005	1402-02-16 09:16:23	1	255	1	0
     1006	1402-02-16 16:52:33	1	255	1	0
     1003	1402-02-16 17:13:40	1	255	1	0
     1005	1402-02-16 17:13:43	1	255	1	0
     1003	1402-02-17 08:52:01	1	255	1	0
     1005	1402-02-17 09:02:56	1	255	1	0
     1006	1402-02-17 09:09:46	1	255	1	0
     1006	1402-02-17 17:18:55	1	255	1	0
     1005	1402-02-17 17:20:09	1	255	1	0
     1003	1402-02-17 17:20:26	1	255	1	0
     1003	1402-02-18 09:04:34	1	255	1	0
     1005	1402-02-18 09:07:33	1	255	1	0
     1006	1402-02-18 09:49:40	1	255	1	0
     1006	1402-02-18 16:02:21	1	255	1	0
     1005	1402-02-18 17:14:06	1	255	1	0
     1003	1402-02-18 17:14:11	1	255	1	0
     1003	1402-02-19 08:55:00	1	255	1	0
     1005	1402-02-19 09:16:20	1	255	1	0
     1006	1402-02-19 09:17:54	1	255	1	0
     1005	1402-02-19 16:55:03	1	255	1	0
     1006	1402-02-19 16:55:11	1	255	1	0
     1003	1402-02-19 16:55:15	1	255	1	0
     1003	1402-02-20 08:50:23	1	255	1	0
     1006	1402-02-20 09:02:27	1	255	1	0
     1003	1402-02-20 17:13:57	1	255	1	0
     1006	1402-02-21 09:00:59	1	255	1	0
     1003	1402-02-21 09:01:16	1	255	1	0
     1006	1402-02-21 12:22:15	1	255	1	0
     1003	1402-02-21 12:22:29	1	255	1	0
     1006	1402-02-23 08:14:51	1	255	1	0
     1003	1402-02-23 08:56:00	1	255	1	0
     1005	1402-02-23 10:23:07	1	255	1	0
     1006	1402-02-23 16:47:45	1	255	1	0
     1005	1402-02-23 16:47:48	1	255	1	0
     1003	1402-02-23 16:49:17	1	255	1	0
     1003	1402-02-24 08:58:32	1	255	1	0
     1006	1402-02-24 08:59:20	1	255	1	0
     1005	1402-02-24 09:02:02	1	255	1	0
     1006	1402-02-24 17:10:07	1	255	1	0
     1003	1402-02-24 17:18:37	1	255	1	0
     1005	1402-02-24 17:18:44	1	255	1	0
     1006	1402-02-25 08:47:06	1	255	1	0
     1003	1402-02-25 09:00:09	1	255	1	0
     1005	1402-02-25 09:06:11	1	255	1	0
     1005	1402-02-25 17:26:57	1	255	1	0
     1006	1402-02-25 17:27:13	1	255	1	0
     1003	1402-02-25 17:27:18	1	255	1	0
     1003	1402-02-27 08:49:18	1	255	1	0
     1006	1402-02-27 08:59:25	1	255	1	0
     1005	1402-02-27 09:10:41	1	255	1	0
     1005	1402-02-27 17:12:38	1	255	1	0
     1003	1402-02-27 17:12:43	1	255	1	0
     1006	1402-02-27 17:13:02	1	255	1	0
     1005	1402-02-28 08:47:14	1	255	1	0
     1003	1402-02-28 08:47:21	1	255	1	0
     1006	1402-02-28 09:01:52	1	255	1	0
     1006	1402-02-28 13:15:59	1	255	1	0
     1005	1402-02-28 13:16:35	1	255	1	0
     1003	1402-02-28 13:16:39	1	255	1	0
     1003	1402-02-30 08:43:06	1	255	1	0
     1006	1402-02-30 08:54:46	1	255	1	0
     1005	1402-02-30 09:15:26	1	255	1	0
     1006	1402-02-30 16:46:11	1	255	1	0
     1003	1402-02-30 17:07:31	1	255	1	0
     1005	1402-02-30 17:07:35	1	255	1	0
     1006	1402-02-31 08:53:41	1	255	1	0
     1003	1402-02-31 08:54:26	1	255	1	0
     1005	1402-02-31 09:06:46	1	255	1	0
     1003	1402-02-31 17:08:26	1	255	1	0
     1006	1402-02-31 17:08:42	1	255	1	0
     1005	1402-02-31 17:09:11	1	255	1	0
     1006	1402-03-01 08:43:10	1	255	1	0
     1003	1402-03-01 08:51:40	1	255	1	0
     1005	1402-03-01 09:25:29	1	255	1	0
